search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Equipment maintenance software in australia or newzealand,Assignar: Construction operations software,https://www.assignar.com/,Assignar is a construction operations software for self-perform and subcontractors. Schedule crews  equipment  improve safety  monitor progress.,assignar,"['267 Pacific Highway, North Sydney, NSW 2060', 'https://www.assignar.com/au/privacy-policy/']","['privacy@assignar.com', 'https://www.assignar.com/privacy-policy/']","['+61 2 9199 7477', 'https://www.assignar.com/au/privacy-policy/']","['assignar assignar', 'assignar operations management software construction sites', 'using assignar', 'contractors assignar', 'construction operations software', 'time scheduling assignar', 'construction operations management software', 'solar software assignar', 'assignar workforce software', 'assignar forms']","[['Sean McCreanor - Co', 'CEO'], 'https://www.linkedin.com/in/smccreanor']","['IT - Software, Utilities', 'from_classification_model']",None,"['$24.63 million USD', 'https://www.dnb.com/business-directory/company-profiles.sydney_civil_pty_ltd.989a6b297312533d303986807b3b1728.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.sydney_civil_pty_ltd.989a6b297312533d303986807b3b1728.html']",0.25,0.25,0.375,0.0,0.21875
Building management software in australia or newzealand,Commercial Real Estate - CBRE Australia | CBRE,https://www.cbre.com.au/,CBRE is Australia's largest commercial real estate services company providing solutions to property owners  investors and occupiers._,cbre,"['1 Mildred Street, Kapunda SA 5373', 'https://www.cbre.com.au/properties/portfolios/metropolitan-properties/sa/details/AU-5671672-1/89-military-road-west-beach-sa-5024?view=isSale']","['andrew.mccasker@cbre.com.au', 'https://www.cbre.com.au:443/api/sitecore/Vcard/GetVcf?id=9fa998c2-62df-44e8-ab0a-2f9a60a2d35d']","['+61 2 9333 3427', 'https://www.cbre.com.au/real-estate-services/real-estate-industries/hotels']","['cbre service offerings', 'cbre', 'cbre research', 'work cbre', 'certain other cbre trademarks', 'cbre retail', 'required cookies cbre', 'cbre perth', 'cbre affiliates', 'cbre gmbh']","[['Phil Rowland', 'CEO'], 'https://au.linkedin.com/in/phil-rowland-ab3092100']","[['Property ManagementReal Estate'], 'https://www.crunchbase.com/organization/race-property']","['2007', 'https://www.crunchbase.com/organization/race-property']",None,None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/race-property']",None,"['Private', 'https://www.crunchbase.com/organization/race-property']",0.25,0.25,0.0,0.0,0.125
Asset maintenance software in australia or newzealand,InsideSAP: Home,https://insidesap.com.au/,Inside SAP is the only SAP dedicated publication in Australia and New Zealand.,insidesap,None,"['editton@idc.com', 'https://insidesap.com.au/why-is-digital-transformation-important-for-mining/']","['+612 8007 3113', 'https://insidesap.com.au/about/']","['sap implementation sap affirm innovation strategy', 'sap customers', 'sap system', 'sap business analytics', 'sap business tools', 'sap australia', 'sap partner solutions', 'sap business', 'sap partners', 'sap projects']","[['Justin Knights ', 'Owner_Pinpoint Local Naremburn'], 'from linkedin search google']","['IT - Software, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Equipment maintenance software in australia or newzealand,Wedderburn,https://www.wedderburn.com.au/,For a complete range of weighing scales  packaging equipment  food equipment  POS systems and quality label manufacturing  contact Wedderburn Australia.,wedderburn,"['101 Williamson Road, Ingleburn NSW 2565', 'https://www.wedderburn.com.au/return-policy/']","['sales@wedderburn.com.au', 'https://www.wedderburn.com.au/instant-asset-write-off-thresholds-increased-and-expanded/']","['1300 933 337', 'https://www.wedderburn.com.au/']","['weighing scale', 'platform scale', 'scales', 'heavy duty stainless steel platform scale', 'scale repairs', 'baby scale', 'scale capacities', 'medical patient scale', 'professional weight scale', 'robust platform scales']","[['Jabez William Wedderburn', 'CEO'], 'https://www.wedderburn.com.au/about/history/']","['Manufacturing, Services - professional, scientific, and technical', 'from_classification_model']","['12 October 1989', 'https://opencorporates.com/companies/nz/445235']","['$4.34 million USD', 'https://www.dnb.com/business-directory/company-profiles.jw_wedderburn__sons_pty_ltd.8130544a6c1f5e5e5501e9ff5b654121.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/445235']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.jw_wedderburn__sons_pty_ltd.8130544a6c1f5e5e5501e9ff5b654121.html']",0.625,0.375,0.5,0.0,0.375
Equipment maintenance software in australia or newzealand,Pentair: Home,https://www.pentairpool.com.au/,Pentair Pool Pumps and Pool Accessories. ... Aquatic Systems Australia/New Zealand. PENTAIR. Products · Manuals · Brochures · Resources · News · Dealer ...,pentairpool,None,None,None,None,"[['David R Powell ', 'Managing Director_Prime ...'], 'None']","['Manufacturing, Finance and insurance', 'from_classification_model']","['13 October 2016', 'https://opencorporates.com/companies/nz/6118467']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/6118467']",None,"['Overseas ASIC Company', 'https://opencorporates.com/companies/nz/6118467']",0.0,0.0,0.75,0.0,0.1875
Asset management software in australia or newzealand,Snow Software – The Technology Intelligence Platform,https://www.snowsoftware.com/,Snow Software brings together software  SaaS and cloud management  empowering IT leaders to optimize all their technology in a single platform.,snowsoftware,None,"['cmo@snowsoftware.com', 'https://www.snowsoftware.com/resources/essential-resources']","['+6102) 9251 9975', ['Snow Software Pty Ltd, phone', 'knowledge_panel']]","['software licenses', 'software license compliance', 'enterprise software licenses', 'software giant sap', 'sap licenses', 'certain vendors software licenses', 'cloud software', 'existing software licenses', 'sap software data points', 'software license optimization']","[['Nicole Page ', 'Client Director Federal Government ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Care management software in australia or newzealand,Ironbark Software | ERP Software Solutions,http://www.ironbark.com.au/,Ironbark Software have developed comprehensive  integrated ERP software solutions for several specific industries. Speak with Ironbark today about software for,ironbark,"['PO Box 4471 Eight Mile Plains QLD 4113', 'http://www.ironbark.com.au/contact-us/']","['info@sureal.com.au', 'http://www.ironbark.com.au/news/']","['+61 7 3423 3811', 'http://www.ironbark.com.au']","['ironbark software ironbark', 'ironbark healthcare software ironbark software', 'ironbark software', 'ironbark customer order software', 'ironbark fresh system', 'national marketplace news ironbark event ironbark', 'ironbark software package', 'ironbark stock management software', 'ironbark forecasting software', 'ironbark customer']","[['Chris Larsen ', 'Co_founder: CEO'], 'None']","[['Asset ManagementFinancial Services'], 'https://www.crunchbase.com/organization/ironbark-asset-management']","['2009', 'https://www.crunchbase.com/organization/ironbark-asset-management']","['$725,411 USD', 'https://www.dnb.com/business-directory/company-profiles.ironbark_mining_pty_ltd.f669bc4d0d8d1e9a.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/ironbark-asset-management']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.ironbark_mining_pty_ltd.f669bc4d0d8d1e9a.html']",0.25,0.25,0.0,0.0,0.125
Building management software in australia or newzealand,Autodesk | 3D Design_ Engineering & Entertainment Software,https://www.autodesk.com.au/,Autodesk builds software that helps people imagine  design  and make a better world.,autodesk,"['L 5 Building C 11 Talavera Rd North Ryde, New South Wales, 2113 Australia', 'https://app.avention.com/company/f7ff1640-6ee5-3591-85be-632e79d1f8ed#report/company_summary']",None,"['1800-951-919', 'https://www.autodesk.com.au/']","['autodesk software software', 'autodesk revit lt software', 'free autodesk software', 'other autodesk software', 'nonvalid autodesk software', 'genuine autodesk software', 'autodesk desktop software', 'most autodesk software', 'design software', 'autodesk products']","[['Matthew David Chapman', 'Director'], 'https://app.avention.com/company/f7ff1640-6ee5-3591-85be-632e79d1f8ed#report/company_summary']","['Computer, Office Equipment and Software Merchant Wholesalers', 'https://app.avention.com/company/f7ff1640-6ee5-3591-85be-632e79d1f8ed#report/company_summary']",None,"['36M', 'https://app.avention.com/company/f7ff1640-6ee5-3591-85be-632e79d1f8ed#report/company_summary']",None,None,"['136', 'https://app.avention.com/company/f7ff1640-6ee5-3591-85be-632e79d1f8ed#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/f7ff1640-6ee5-3591-85be-632e79d1f8ed#report/company_summary']",0.0,0.25,0.0,0.0,0.0625
Asset and fleet management software in australia or newzealand,Ctrack by Inseego | Global,https://ctrack.com/,Vehicle & fleet tracking with Stolen Vehicle Response or a complete Fleet Management solution backed by over 30 years of experience.,ctrack,"['Se 4 F 4 6 Eden Park Dr Macquarie Park, New South Wales, 2113 Australia', 'https://app.avention.com/company/3faa0d57-08ac-3211-9592-c4047b0631f7#report/company_summary']",None,"['+61-294293999', 'https://www.dnb.com/business-directory/company-profiles.ctrack_pty_ltd.bc1b6b062f3ff6760313bfb8e19e368a.html']","['ctrack vehicle tracking', 'ctrack solution', 'ctrack south africa head office ctrack', 'ctrack anz web', 'ctrack global web', 'ctrack anz web sites', 'ctrack global web sites', 'ctrack sa services', 'ctrack sa site', 'ctrack anz']","[['Jim McKinlay', 'Managing_Director'], 'https://au.linkedin.com/in/jim-mckinlay-80342b2a']","['Electronics Wholesale', 'https://app.avention.com/company/3faa0d57-08ac-3211-9592-c4047b0631f7#report/company_summary']",None,"['5.2M', 'https://app.avention.com/company/3faa0d57-08ac-3211-9592-c4047b0631f7#report/company_summary']",None,None,"['30', 'https://app.avention.com/company/3faa0d57-08ac-3211-9592-c4047b0631f7#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/3faa0d57-08ac-3211-9592-c4047b0631f7#report/company_summary']",0.75,0.25,0.25,0.0,0.3125
Asset maintenance software in australia or newzealand,MRI Software - Open and connected real estate software,https://www.mrisoftware.com/,"Real estate software for residential and commercial property management  office  retail and investment. Integrated  scalable solutions to manage growth._Real estate software for residential and commercial property management  office  retail and investment. Integrated  scalable solutions to manage growth._We have recently come across an interesting article on a software advice blog on careers in FM. http://blog.softwareadvice.com/articles/cafm/top-5-careers-in-facility-management-1021612/ Noticeably a CAFM Manager is chosen as one of the top 5 careers in FM  the article explains how in demand this role is becoming as “more and more  facilities are relying on state-of-the-art automation systems and … <a href=""https://www.mrisoftware.com/"">Continued</a>",mrisoftware,"['6 /29 Christie St, St Leonards, NSW 2065', 'https://www.mrisoftware.com/za/contact/']","['clientservices@rockend.com.au', 'https://www.crunchbase.com/organization/rockend']","['1300 657 700', 'https://www.crunchbase.com/organization/rockend']","['mri data', 'mri software', 'personal information mri', 'mri investment solutions', 'mri', 'mri real estate debt modelling', 'mri clients', 'mri procalc lease analysis software', 'mri users', 'commercial real estate mri software']","[['Patrick Ghilani', 'CEO'], 'https://www.mrisoftware.com/leadership/']","[['Software'], 'https://www.crunchbase.com/organization/rockend']","['1979', 'https://www.crunchbase.com/organization/rockend']",None,None,"[' North Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/rockend']",None,"['Private', 'https://www.crunchbase.com/organization/rockend']",0.25,0.25,0.0,0.0,0.125
Asset maintenance software in australia or newzealand,BSI: Standards_ Training_ Testing_ Assessment and Certification,https://www.bsigroup.com/,BSI Group  UK standards body  Global certification company. Training  Kitemark  Healthcare  Supply Chain  Compliance  Consultancy  ISO 9001 14001 45001 27001. We are a global leader of standards solutions helping organizations improve. Our clients range from high profile brands to small  local companies in 172 countries worldwide.,bsigroup,"['SUITE 1 LEVEL 1 52-54 WATERLOO ROAD MACQUARIE PARK, NEW SOUTH WALES, 2113 Australia', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']","['bsi.za@bsigroup.com', 'https://www.bsigroup.com/en-ZA/industries-and-sectors/health-and-safety/']","['1300 730 134', ['BSI Group - Sydney, phone', 'knowledge_panel']]","['de ellos de forma segura de acuerdo', 'el equipo de privacidad de bsi', 'troca de informações para o serviço de roaming de recarga de veículos elétricos', 'de protección de datos', 'sistemas de assistência de', 'e de ferramentas de informação', 'la guía de cookies de la cámara de comercio internacional de reino unido', 'sistemas de certificação de componentes eletrônicos de terceiros', 'oficina de bsi fuera de méxico', 'de bsi']","[['Jahangir Khan', 'CEO'], 'https://au.linkedin.com/in/jkhanbsi']","['IT - Software, Education', 'from_classification_model']",None,"['$3.78 million USD', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.bsi_group_anz_holdings_pty_ltd.62b08e6c91fc7598a051e38cb54594aa.html']",0.0,0.375,0.375,0.0,0.1875
